Date,State,Group,Time,Unit,Sales
2020-10-30,New South Wales,Women,Afternoon,176.0,11010.56
2020-10-30,New South Wales,Men,Evening,131.0,7886.2
2020-10-30,New South Wales,Seniors,Evening,123.0,2362.83
2020-10-30,Victoria,Kids,Afternoon,137.0,3089.35
2020-10-30,Victoria,Women,Evening,187.0,14226.96
2020-10-30,Victoria,Men,Night,81.0,3570.48
2020-10-30,Victoria,Seniors,Evening,58.0,1968.52
2020-10-30,Queensland,Kids,Evening,73.0,3571.16
2020-10-30,Queensland,Women,Morning,,13003.74
2020-10-30,Queensland,Men,Night,82.0,3832.68
2020-10-30,Queensland,Seniors,Morning,35.0,989.1
2020-10-30,South Australia,Kids,Afternoon,69.0,3998.55
2020-10-30,South Australia,Women,Afternoon,49.0,2413.74
2020-10-30,South Australia,Men,Night,65.0,3458.0
2020-10-30,South Australia,Seniors,Evening,36.0,1442.52
2020-10-30,Western Australia,Kids,Morning,57.0,2299.38
2020-10-30,Western Australia,Women,Night,113.0,6621.8
2020-10-30,Western Australia,Men,Morning,71.0,3411.55
2020-10-30,Western Australia,Seniors,Evening,58.0,1882.1
2020-10-30,Tasmania,Kids,Morning,29.0,1675.33
2020-10-30,Tasmania,Women,Night,53.0,2856.17
2020-10-30,Tasmania,Men,Evening,46.0,2074.14
2020-10-30,Tasmania,Seniors,Evening,37.0,1463.35
2020-10-30,Northern Territory,Kids,Night,26.0,1178.84
2020-10-30,Northern Territory,Women,Evening,20.0,818.4
2020-10-30,Northern Territory,Men,Morning,21.0,1079.19
2020-10-30,Northern Territory,Seniors,Afternoon,36.0,2067.12
2020-10-30,Australian Capital Territory,Kids,Night,48.0,2203.68
2020-10-30,Australian Capital Territory,Women,Morning,26.0,1300.78
2020-10-30,Australian Capital Territory,Men,Evening,37.0,1528.1
2020-10-30,Australian Capital Territory,Seniors,Afternoon,34.0,1069.98
2020-10-31,New South Wales,Kids,Morning,45.0,2186.1
2020-10-31,New South Wales,Women,Night,110.0,6845.3
2020-10-31,New South Wales,Men,Evening,223.0,8331.28
2020-10-31,New South Wales,Seniors,Night,24.0,798.0
2020-10-31,Victoria,Kids,Morning,131.0,8076.15
2020-10-31,Victoria,Women,Afternoon,90.0,5962.5
2020-10-31,Victoria,Men,Morning,104.0,5002.4
2020-10-31,Victoria,Seniors,Morning,157.0,3386.49
2020-10-31,Queensland,Kids,Evening,87.0,3962.85
2020-10-31,Queensland,Women,Night,155.0,9304.65
2020-10-31,Queensland,Men,Morning,108.0,4787.64
2020-10-31,Queensland,Seniors,Morning,77.0,2518.67
2020-10-31,South Australia,Kids,Afternoon,64.0,2336.64
2020-10-31,South Australia,Women,Afternoon,86.0,4991.44
2020-10-31,South Australia,Men,Night,88.0,4296.16
2020-10-31,South Australia,Seniors,Night,22.0,1058.42
2020-10-31,Western Australia,Kids,Evening,49.0,1638.56
2020-10-31,Western Australia,Women,Night,80.0,6395.2
2020-10-31,Western Australia,Men,Afternoon,29.0,2636.68
2020-10-31,Western Australia,Seniors,Night,79.0,3013.06
2020-10-31,Tasmania,Kids,Morning,30.0,1307.4
2020-10-31,Tasmania,Women,Night,52.0,3565.64
2020-10-31,Tasmania,Men,Night,44.0,2229.92
2020-10-31,Tasmania,Seniors,Evening,26.0,898.3
2020-10-31,Northern Territory,Kids,Morning,25.0,1318.5
2020-10-31,Northern Territory,Women,Evening,45.0,568.35
2020-10-31,Northern Territory,Men,Afternoon,39.0,2030.73
2020-10-31,Northern Territory,Seniors,Night,23.0,742.21
2020-10-31,Australian Capital Territory,Kids,Night,54.0,2739.42
2020-10-31,Australian Capital Territory,Women,Afternoon,44.0,2853.4
2020-10-31,Australian Capital Territory,Men,Evening,35.0,1095.15
2020-10-31,Australian Capital Territory,Seniors,Morning,29.0,1284.12
2020-11-01,New South Wales,Kids,Evening,144.0,6629.76
2020-11-01,New South Wales,Women,Evening,197.0,13110.35
2020-11-01,New South Wales,Men,Morning,111.0,6127.2
2020-11-01,New South Wales,Seniors,Night,124.0,5361.76
2020-11-01,Victoria,Kids,Evening,134.0,6452.1
2020-11-01,Victoria,Women,Afternoon,158.0,11880.02
2020-11-01,Victoria,Men,Morning,120.0,4543.2
2020-11-01,Victoria,Seniors,Night,83.0,2394.55
2020-11-01,Queensland,Kids,Morning,64.0,2492.16
2020-11-01,Queensland,Women,Afternoon,89.0,4779.3
2020-11-01,Queensland,Men,Morning,42.0,2197.44
2020-11-01,Queensland,Seniors,Morning,72.0,2027.52
2020-11-01,South Australia,Kids,Evening,64.0,3240.32
2020-11-01,South Australia,Women,Afternoon,40.0,1864.0
2020-11-01,South Australia,Men,Afternoon,50.0,1854.5
2020-11-01,South Australia,Seniors,Afternoon,59.0,2014.26
2020-11-01,Western Australia,Kids,Morning,62.0,1169.32
2020-11-01,Western Australia,Women,Afternoon,116.0,4543.72
2020-11-01,Western Australia,Men,Afternoon,83.0,4412.28
2020-11-01,Western Australia,Seniors,Afternoon,,1968.96
2020-11-01,Tasmania,Kids,Evening,2.0,84.98
2020-11-01,Tasmania,Women,Afternoon,70.0,5448.1
2020-11-01,Tasmania,Men,Morning,40.0,1720.4
2020-11-01,Tasmania,Seniors,Evening,34.0,906.1
2020-11-01,Northern Territory,Kids,Afternoon,30.0,1378.8
2020-11-01,Northern Territory,Women,Afternoon,51.0,5179.05
2020-11-01,Northern Territory,Men,Evening,36.0,1540.08
2020-11-01,Northern Territory,Seniors,Afternoon,23.0,437.46
2020-11-01,Australian Capital Territory,Kids,Morning,32.0,1154.56
2020-11-01,Australian Capital Territory,Women,Morning,49.0,2983.12
2020-11-01,Australian Capital Territory,Men,Afternoon,37.0,2379.1
2020-11-01,Australian Capital Territory,Seniors,Morning,36.0,1292.76
2020-11-02,New South Wales,Kids,Evening,101.0,4260.18
2020-11-02,New South Wales,Women,Afternoon,202.0,9083.94
2020-11-02,New South Wales,Men,Evening,110.0,5003.9
2020-11-02,New South Wales,Seniors,Morning,59.0,1660.26
2020-11-02,Victoria,Kids,Afternoon,84.0,4194.96
2020-11-02,Victoria,Women,Evening,154.0,9474.08
2020-11-02,Victoria,Men,Morning,151.0,7201.19
2020-11-02,Victoria,Seniors,Afternoon,98.0,3430.98
2020-11-02,Queensland,Kids,Night,87.0,2976.27
2020-11-02,Queensland,Women,Morning,31.0,1748.71
2020-11-02,Queensland,Men,Morning,141.0,8703.93
2020-11-02,Queensland,Seniors,Night,92.0,4404.04
2020-11-02,South Australia,Kids,Night,55.0,2344.65
2020-11-02,South Australia,Women,Evening,63.0,3374.91
2020-11-02,South Australia,Men,Morning,78.0,5100.42
2020-11-02,South Australia,Seniors,Night,45.0,1425.6
2020-11-02,Western Australia,Kids,Afternoon,67.0,3148.33
2020-11-02,Western Australia,Women,Morning,55.0,1247.4
2020-11-02,Western Australia,Men,Evening,68.0,2270.52
2020-11-02,Western Australia,Seniors,Night,50.0,1729.0
2020-11-02,Tasmania,Kids,Morning,,1517.13
2020-11-02,Tasmania,Women,Morning,49.0,3096.31
2020-11-02,Tasmania,Men,Night,45.0,1551.15
2020-11-02,Tasmania,Seniors,Night,36.0,1269.72
2020-11-02,Northern Territory,Kids,Night,32.0,925.44
2020-11-02,Northern Territory,Women,Morning,20.0,1425.2
2020-11-02,Northern Territory,Men,Night,36.0,1353.24
2020-11-02,Northern Territory,Seniors,Night,17.0,795.6
2020-11-02,Australian Capital Territory,Kids,Morning,26.0,1514.24
2020-11-02,Australian Capital Territory,Women,Morning,42.0,2875.32
2020-11-02,Australian Capital Territory,Men,Evening,44.0,2528.24
2020-11-02,Australian Capital Territory,Seniors,Afternoon,30.0,1033.2
2020-11-03,New South Wales,Kids,Morning,113.0,3353.84
2020-11-03,New South Wales,Women,Afternoon,198.0,9997.02
2020-11-03,New South Wales,Men,Evening,128.0,4655.36
2020-11-03,New South Wales,Seniors,Evening,23.0,785.91
2020-11-03,Victoria,Kids,Night,170.0,8324.9
2020-11-03,Victoria,Women,Evening,142.0,7724.8
2020-11-03,Victoria,Men,Night,121.0,6863.12
2020-11-03,Victoria,Seniors,Night,56.0,2615.2
2020-11-03,Queensland,Kids,Morning,98.0,4729.48
2020-11-03,Queensland,Women,Morning,132.0,7762.92
2020-11-03,Queensland,Men,Afternoon,118.0,6762.58
2020-11-03,Queensland,Seniors,Night,64.0,1951.36
2020-11-03,South Australia,Kids,Night,55.0,3147.65
2020-11-03,South Australia,Women,Afternoon,49.0,1744.89
2020-11-03,South Australia,Men,Night,69.0,3461.73
2020-11-03,South Australia,Seniors,Evening,50.0,1917.0
2020-11-03,Western Australia,Kids,Night,62.0,3508.58
2020-11-03,Western Australia,Women,Night,50.0,2279.0
2020-11-03,Western Australia,Men,Night,79.0,2196.99
2020-11-03,Western Australia,Seniors,Morning,56.0,2909.2
2020-11-03,Tasmania,Kids,Evening,31.0,1332.69
2020-11-03,Tasmania,Women,Night,28.0,1368.64
2020-11-03,Tasmania,Men,Evening,34.0,1540.54
2020-11-03,Tasmania,Seniors,Evening,38.0,1571.3
2020-11-03,Northern Territory,Kids,Evening,17.0,733.72
2020-11-03,Northern Territory,Women,Afternoon,44.0,3356.76
2020-11-03,Northern Territory,Men,Night,48.0,1732.8
2020-11-03,Northern Territory,Seniors,Morning,18.0,430.74
2020-11-03,Australian Capital Territory,Kids,Morning,37.0,1684.98
2020-11-03,Australian Capital Territory,Women,Morning,75.0,4299.0
2020-11-03,Australian Capital Territory,Men,Morning,44.0,2266.0
2020-11-03,Australian Capital Territory,Seniors,Night,26.0,1457.56
2020-11-04,New South Wales,Kids,Morning,58.0,2465.0
2020-11-04,New South Wales,Women,Evening,261.0,15297.21
2020-11-04,New South Wales,Men,Afternoon,129.0,5776.62
2020-11-04,New South Wales,Seniors,Morning,94.0,4622.92
2020-11-04,Victoria,Kids,Evening,33.0,1882.98
2020-11-04,Victoria,Women,Morning,81.0,4401.54
2020-11-04,Victoria,Men,Night,105.0,6013.35
2020-11-04,Victoria,Seniors,Evening,45.0,1819.8
2020-11-04,Queensland,Kids,Night,130.0,3351.4
2020-11-04,Queensland,Women,Morning,123.0,5924.91
2020-11-04,Queensland,Men,Evening,111.0,5522.25
2020-11-04,Queensland,Seniors,Evening,58.0,2359.44
2020-11-04,South Australia,Kids,Evening,83.0,3190.52
2020-11-04,South Australia,Women,Morning,94.0,3602.08
2020-11-04,South Australia,Men,Afternoon,47.0,2619.78
2020-11-04,South Australia,Seniors,Afternoon,69.0,2719.29
2020-11-04,Western Australia,Kids,Night,61.0,2469.89
2020-11-04,Western Australia,Women,Afternoon,60.0,4075.8
2020-11-04,Western Australia,Men,Morning,104.0,4527.12
2020-11-04,Western Australia,Seniors,Evening,51.0,1966.05
2020-11-04,Tasmania,Kids,Evening,27.0,1074.33
2020-11-04,Tasmania,Women,Morning,74.0,4044.1
2020-11-04,Tasmania,Men,Evening,34.0,1392.3
2020-11-04,Tasmania,Seniors,Afternoon,34.0,1164.84
2020-11-04,Northern Territory,Kids,Night,21.0,1150.17
2020-11-04,Northern Territory,Women,Morning,55.0,2702.15
2020-11-04,Northern Territory,Men,Evening,14.0,879.2
2020-11-04,Northern Territory,Seniors,Morning,19.0,828.21
2020-11-04,Australian Capital Territory,Kids,Afternoon,16.0,802.24
2020-11-04,Australian Capital Territory,Women,Evening,37.0,2586.3
2020-11-04,Australian Capital Territory,Men,Evening,49.0,1808.59
2020-11-04,Australian Capital Territory,Seniors,Evening,31.0,1320.29
2020-11-05,New South Wales,Kids,Evening,116.0,5429.96
2020-11-05,New South Wales,Women,Morning,258.0,8797.8
2020-11-05,New South Wales,Men,Afternoon,204.0,10379.52
2020-11-05,New South Wales,Seniors,Afternoon,73.0,1695.79
2020-11-05,Victoria,Kids,Night,93.0,4691.85
2020-11-05,Victoria,Women,Morning,137.0,11243.59
2020-11-05,Victoria,Men,Afternoon,68.0,3355.12
2020-11-05,Victoria,Seniors,Morning,54.0,2132.46
2020-11-05,Queensland,Kids,Morning,102.0,3667.92
2020-11-05,Queensland,Women,Afternoon,25.0,1540.0
2020-11-05,Queensland,Men,Night,111.0,6087.24
2020-11-05,Queensland,Seniors,Night,98.0,2520.56
2020-11-05,South Australia,Kids,Night,65.0,3469.7
2020-11-05,South Australia,Women,Evening,36.0,2285.64
2020-11-05,South Australia,Men,Afternoon,56.0,2711.52
2020-11-05,South Australia,Seniors,Evening,53.0,1659.96
2020-11-05,Western Australia,Kids,Evening,53.0,2166.11
2020-11-05,Western Australia,Women,Evening,65.0,2701.4
2020-11-05,Western Australia,Men,Morning,99.0,3399.66
2020-11-05,Western Australia,Seniors,Morning,71.0,2871.24
2020-11-05,Tasmania,Kids,Afternoon,15.0,497.7
2020-11-05,Tasmania,Women,Afternoon,61.0,2634.59
2020-11-05,Tasmania,Men,Morning,33.0,1834.8
2020-11-05,Tasmania,Seniors,Morning,34.0,1142.06
2020-11-05,Northern Territory,Kids,Evening,,1228.92
2020-11-05,Northern Territory,Women,Night,59.0,4352.43
2020-11-05,Northern Territory,Men,Night,33.0,1281.39
2020-11-05,Northern Territory,Seniors,Night,18.0,738.36
2020-11-05,Australian Capital Territory,Kids,Night,45.0,2503.8
2020-11-05,Australian Capital Territory,Women,Night,69.0,2418.45
2020-11-05,Australian Capital Territory,Men,Evening,65.0,2361.45
2020-11-05,Australian Capital Territory,Seniors,Afternoon,31.0,1190.4
2020-11-06,New South Wales,Kids,Morning,179.0,13262.11
2020-11-06,New South Wales,Women,Evening,192.0,10682.88
2020-11-06,New South Wales,Men,Night,159.0,9733.98
2020-11-06,New South Wales,Seniors,Morning,90.0,4790.7
2020-11-06,Victoria,Kids,Evening,105.0,4817.4
2020-11-06,Victoria,Women,Night,171.0,11128.68
2020-11-06,Victoria,Men,Evening,151.0,6243.85
2020-11-06,Victoria,Seniors,Morning,73.0,1857.12
2020-11-06,Queensland,Kids,Afternoon,91.0,4450.81
2020-11-06,Queensland,Women,Night,133.0,11254.46
2020-11-06,Queensland,Men,Morning,98.0,5716.34
2020-11-06,Queensland,Seniors,Morning,48.0,1549.44
2020-11-06,South Australia,Kids,Afternoon,65.0,3228.55
2020-11-06,South Australia,Women,Evening,71.0,4073.98
2020-11-06,South Australia,Men,Afternoon,35.0,1567.65
2020-11-06,South Australia,Seniors,Afternoon,60.0,2491.2
2020-11-06,Western Australia,Kids,Evening,77.0,3160.08
2020-11-06,Western Australia,Women,Evening,97.0,4675.4
2020-11-06,Western Australia,Men,Evening,99.0,5450.94
2020-11-06,Western Australia,Seniors,Morning,68.0,2104.6
2020-11-06,Tasmania,Kids,Morning,11.0,575.85
2020-11-06,Tasmania,Women,Night,38.0,1711.52
2020-11-06,Tasmania,Men,Night,46.0,2039.18
2020-11-06,Tasmania,Seniors,Afternoon,36.0,1509.12
2020-11-06,Northern Territory,Kids,Afternoon,32.0,824.0
2020-11-06,Northern Territory,Women,Night,53.0,3316.74
2020-11-06,Northern Territory,Men,Afternoon,29.0,1490.31
2020-11-06,Northern Territory,Seniors,Evening,11.0,439.12
2020-11-06,Australian Capital Territory,Kids,Morning,27.0,699.03
2020-11-06,Australian Capital Territory,Women,Night,31.0,2351.66
2020-11-06,Australian Capital Territory,Men,Morning,40.0,2790.0
2020-11-06,Australian Capital Territory,Seniors,Night,30.0,588.3
2020-11-07,New South Wales,Kids,Morning,74.0,3984.9
2020-11-07,New South Wales,Women,Night,154.0,7692.3
2020-11-07,New South Wales,Men,Morning,144.0,8081.28
2020-11-07,New South Wales,Seniors,Evening,133.0,6638.03
2020-11-07,Victoria,Kids,Night,88.0,2303.84
2020-11-07,Victoria,Women,Night,125.0,7820.0
2020-11-07,Victoria,Men,Night,86.0,3170.82
2020-11-07,Victoria,Seniors,Evening,97.0,3446.41
2020-11-07,Queensland,Kids,Morning,81.0,2617.11
2020-11-07,Queensland,Women,Night,108.0,4760.64
2020-11-07,Queensland,Men,Morning,125.0,7896.25
2020-11-07,Queensland,Seniors,Evening,32.0,866.56
2020-11-07,South Australia,Kids,Afternoon,29.0,970.92
2020-11-07,South Australia,Women,Night,76.0,2727.64
2020-11-07,South Australia,Men,Evening,47.0,1703.75
2020-11-07,South Australia,Seniors,Morning,50.0,1833.5
2020-11-07,Western Australia,Kids,Night,52.0,2205.32
2020-11-07,Western Australia,Women,Morning,81.0,4395.06
2020-11-07,Western Australia,Men,Afternoon,123.0,8264.37
2020-11-07,Western Australia,Seniors,Night,36.0,1582.92
2020-11-07,Tasmania,Kids,Night,39.0,1095.9
2020-11-07,Tasmania,Women,Morning,56.0,4619.44
2020-11-07,Tasmania,Men,Night,25.0,934.75
2020-11-07,Tasmania,Seniors,Evening,36.0,1389.96
2020-11-07,Northern Territory,Kids,Evening,31.0,1369.58
2020-11-07,Northern Territory,Women,Afternoon,43.0,1625.83
2020-11-07,Northern Territory,Men,Evening,43.0,2792.42
2020-11-07,Northern Territory,Seniors,Afternoon,22.0,782.76
2020-11-07,Australian Capital Territory,Kids,Morning,21.0,967.05
2020-11-07,Australian Capital Territory,Women,Morning,68.0,3912.04
2020-11-07,Australian Capital Territory,Men,Afternoon,66.0,2975.94
2020-11-07,Australian Capital Territory,Seniors,Evening,42.0,1100.82
2020-11-08,New South Wales,Kids,Evening,111.0,4286.82
2020-11-08,New South Wales,Women,Afternoon,,9124.02
2020-11-08,New South Wales,Men,Afternoon,132.0,7972.8
2020-11-08,New South Wales,Seniors,Morning,86.0,1769.88
2020-11-08,Victoria,Kids,Afternoon,150.0,8313.0
2020-11-08,Victoria,Women,Evening,87.0,6025.62
2020-11-08,Victoria,Men,Afternoon,102.0,5403.96
2020-11-08,Victoria,Seniors,Afternoon,95.0,3206.25
2020-11-08,Queensland,Kids,Afternoon,61.0,2015.44
2020-11-08,Queensland,Women,Morning,84.0,3823.68
2020-11-08,Queensland,Men,Afternoon,97.0,3884.85
2020-11-08,Queensland,Seniors,Night,86.0,4324.08
2020-11-08,South Australia,Kids,Night,44.0,1895.96
2020-11-08,South Australia,Women,Night,89.0,5861.54
2020-11-08,South Australia,Men,Evening,67.0,3973.1
2020-11-08,South Australia,Seniors,Evening,54.0,1302.48
2020-11-08,Western Australia,Kids,Afternoon,85.0,4256.8
2020-11-08,Western Australia,Women,Night,75.0,4431.75
2020-11-08,Western Australia,Men,Morning,99.0,4627.26
2020-11-08,Western Australia,Seniors,Night,79.0,
2020-11-08,Tasmania,Kids,Night,24.0,613.92
2020-11-08,Tasmania,Women,Evening,49.0,3418.24
2020-11-08,Tasmania,Men,Evening,35.0,2403.8
2020-11-08,Tasmania,Seniors,Morning,16.0,682.4
2020-11-08,Northern Territory,Kids,Evening,22.0,1299.54
2020-11-08,Northern Territory,Women,Morning,62.0,2885.48
2020-11-08,Northern Territory,Men,Evening,27.0,1642.95
2020-11-08,Northern Territory,Seniors,Night,21.0,746.76
2020-11-08,Australian Capital Territory,Kids,Night,40.0,790.8
2020-11-08,Australian Capital Territory,Women,Morning,58.0,2768.92
2020-11-08,Australian Capital Territory,Men,Morning,42.0,2879.52
2020-11-08,Australian Capital Territory,Seniors,Evening,22.0,963.82
2020-11-09,New South Wales,Kids,Evening,103.0,3860.44
2020-11-09,New South Wales,Women,Morning,201.0,12823.8
2020-11-09,New South Wales,Men,Morning,161.0,10027.08
2020-11-09,New South Wales,Seniors,Night,90.0,2710.8
2020-11-09,Victoria,Kids,Night,66.0,2084.94
2020-11-09,Victoria,Women,Morning,269.0,20960.48
2020-11-09,Victoria,Men,Night,71.0,2274.84
2020-11-09,Victoria,Seniors,Afternoon,100.0,4125.0
2020-11-09,Queensland,Kids,Evening,94.0,3548.5
2020-11-09,Queensland,Women,Night,112.0,7124.32
2020-11-09,Queensland,Men,Afternoon,101.0,2041.21
2020-11-09,Queensland,Seniors,Morning,67.0,1864.61
2020-11-09,South Australia,Kids,Night,56.0,4073.44
2020-11-09,South Australia,Women,Morning,86.0,4610.46
2020-11-09,South Australia,Men,Evening,84.0,4693.08
2020-11-09,South Australia,Seniors,Morning,54.0,2258.82
2020-11-09,Western Australia,Kids,Afternoon,109.0,3083.61
2020-11-09,Western Australia,Women,Morning,111.0,4889.55
2020-11-09,Western Australia,Men,Afternoon,96.0,3587.52
2020-11-09,Western Australia,Seniors,Night,52.0,1724.84
2020-11-09,Tasmania,Kids,Night,40.0,2016.8
2020-11-09,Tasmania,Women,Afternoon,28.0,1662.08
2020-11-09,Tasmania,Men,Evening,30.0,986.7
2020-11-09,Tasmania,Seniors,Evening,26.0,859.04
2020-11-09,Northern Territory,Kids,Evening,46.0,2078.28
2020-11-09,Northern Territory,Women,Night,22.0,1093.18
2020-11-09,Northern Territory,Men,Night,43.0,3314.01
2020-11-09,Northern Territory,Seniors,Evening,12.0,215.4
2020-11-09,Australian Capital Territory,Kids,Morning,63.0,2816.73
2020-11-09,Australian Capital Territory,Women,Evening,43.0,2874.12
2020-11-09,Australian Capital Territory,Men,Morning,10.0,495.4
2020-11-09,Australian Capital Territory,Seniors,Evening,39.0,1749.93
2020-11-10,New South Wales,Kids,Morning,78.0,3231.54
2020-11-10,New South Wales,Women,Night,117.0,7310.16
2020-11-10,New South Wales,Men,Evening,100.0,4411.0
2020-11-10,New South Wales,Seniors,Evening,70.0,2957.5
2020-11-10,Victoria,Kids,Afternoon,124.0,4708.28
2020-11-10,Victoria,Women,Evening,144.0,5169.6
2020-11-10,Victoria,Men,Morning,110.0,5372.4
2020-11-10,Victoria,Seniors,Afternoon,157.0,3976.81
2020-11-10,Queensland,Kids,Evening,116.0,5947.32
2020-11-10,Queensland,Women,Evening,126.0,10827.18
2020-11-10,Queensland,Men,Night,110.0,6010.4
2020-11-10,Queensland,Seniors,Afternoon,70.0,3342.5
2020-11-10,South Australia,Kids,Morning,71.0,2395.54
2020-11-10,South Australia,Women,Evening,47.0,2600.51
2020-11-10,South Australia,Men,Night,50.0,2433.0
2020-11-10,South Australia,Seniors,Evening,65.0,2054.65
2020-11-10,Western Australia,Kids,Afternoon,66.0,2714.58
2020-11-10,Western Australia,Women,Morning,122.0,2860.9
2020-11-10,Western Australia,Men,Night,67.0,3503.43
2020-11-10,Western Australia,Seniors,Evening,81.0,2533.68
2020-11-10,Tasmania,Kids,Morning,13.0,613.47
2020-11-10,Tasmania,Women,Evening,36.0,1437.84
2020-11-10,Tasmania,Men,Evening,31.0,1458.86
2020-11-10,Tasmania,Seniors,Afternoon,22.0,326.26
2020-11-10,Northern Territory,Kids,Afternoon,34.0,1845.18
2020-11-10,Northern Territory,Women,Evening,46.0,1874.5
2020-11-10,Northern Territory,Men,Night,31.0,1531.71
2020-11-10,Northern Territory,Seniors,Afternoon,28.0,1187.76
2020-11-10,Australian Capital Territory,Kids,Afternoon,31.0,1283.09
2020-11-10,Australian Capital Territory,Women,Afternoon,66.0,5359.86
2020-11-10,Australian Capital Territory,Men,Afternoon,59.0,3535.28
2020-11-10,Australian Capital Territory,Seniors,Morning,36.0,1783.44
2020-11-11,New South Wales,Kids,Evening,126.0,3931.2
2020-11-11,New South Wales,Women,Morning,230.0,15959.7
2020-11-11,New South Wales,Men,Morning,119.0,5137.23
2020-11-11,New South Wales,Seniors,Evening,108.0,4368.6
2020-11-11,Victoria,Kids,Afternoon,104.0,4561.44
2020-11-11,Victoria,Women,Night,215.0,16172.3
2020-11-11,Victoria,Men,Afternoon,127.0,7865.11
2020-11-11,Victoria,Seniors,Afternoon,60.0,2389.2
2020-11-11,Queensland,Kids,Afternoon,124.0,4730.6
2020-11-11,Queensland,Women,Afternoon,87.0,4204.71
2020-11-11,Queensland,Men,Night,66.0,2583.24
2020-11-11,Queensland,Seniors,Morning,63.0,1418.13
2020-11-11,South Australia,Kids,Night,54.0,
2020-11-11,South Australia,Women,Evening,56.0,4603.2
2020-11-11,South Australia,Men,Afternoon,76.0,4795.6
2020-11-11,South Australia,Seniors,Night,38.0,1679.6
2020-11-11,Western Australia,Kids,Evening,45.0,2254.95
2020-11-11,Western Australia,Women,Night,102.0,6847.26
2020-11-11,Western Australia,Men,Afternoon,53.0,1997.57
2020-11-11,Western Australia,Seniors,Afternoon,70.0,1883.0
2020-11-11,Tasmania,Kids,Evening,35.0,900.55
2020-11-11,Tasmania,Women,Night,57.0,2238.39
2020-11-11,Tasmania,Men,Afternoon,44.0,2541.44
2020-11-11,Tasmania,Seniors,Evening,22.0,914.98
2020-11-11,Northern Territory,Kids,Night,29.0,1005.72
2020-11-11,Northern Territory,Women,Night,27.0,752.76
2020-11-11,Northern Territory,Men,Evening,36.0,1038.24
2020-11-11,Northern Territory,Seniors,Night,24.0,803.28
2020-11-11,Australian Capital Territory,Kids,Night,48.0,1787.52
2020-11-11,Australian Capital Territory,Women,Afternoon,52.0,3635.84
2020-11-11,Australian Capital Territory,Men,Afternoon,54.0,2898.18
2020-11-11,Australian Capital Territory,Seniors,Afternoon,41.0,871.66
2020-11-12,New South Wales,Kids,Evening,138.0,6501.18
2020-11-12,New South Wales,Women,Morning,112.0,6125.28
2020-11-12,New South Wales,Men,Night,135.0,6442.2
2020-11-12,New South Wales,Seniors,Evening,110.0,5471.4
2020-11-12,Victoria,Kids,Morning,131.0,3449.23
2020-11-12,Victoria,Women,Morning,169.0,13389.87
2020-11-12,Victoria,Men,Evening,135.0,8626.5
2020-11-12,Victoria,Seniors,Morning,141.0,6462.03
2020-11-12,Queensland,Kids,Afternoon,87.0,4505.73
2020-11-12,Queensland,Women,Evening,122.0,7182.14
2020-11-12,Queensland,Men,Night,88.0,6172.32
2020-11-12,Queensland,Seniors,Afternoon,54.0,2738.34
2020-11-12,South Australia,Kids,Night,62.0,1574.18
2020-11-12,South Australia,Women,Morning,86.0,2213.64
2020-11-12,South Australia,Men,Afternoon,78.0,4772.82
2020-11-12,South Australia,Seniors,Night,39.0,1450.41
2020-11-12,Western Australia,Kids,Evening,107.0,3749.28
2020-11-12,Western Australia,Women,Morning,66.0,5386.26
2020-11-12,Western Australia,Men,Night,131.0,6491.05
2020-11-12,Western Australia,Seniors,Morning,78.0,3812.64
2020-11-12,Tasmania,Kids,Night,24.0,846.24
2020-11-12,Tasmania,Women,Evening,62.0,5256.98
2020-11-12,Tasmania,Men,Afternoon,45.0,1705.05
2020-11-12,Tasmania,Seniors,Night,44.0,1359.6
2020-11-12,Northern Territory,Kids,Morning,24.0,1060.8
2020-11-12,Northern Territory,Women,Evening,57.0,4093.74
2020-11-12,Northern Territory,Men,Afternoon,37.0,2057.94
2020-11-12,Northern Territory,Seniors,Morning,24.0,992.64
2020-11-12,Australian Capital Territory,Kids,Evening,9.0,335.7
2020-11-12,Australian Capital Territory,Women,Morning,62.0,2513.48
2020-11-12,Australian Capital Territory,Men,Evening,55.0,2574.0
2020-11-12,Australian Capital Territory,Seniors,Afternoon,54.0,
2020-11-13,New South Wales,Kids,Afternoon,96.0,3731.52
2020-11-13,New South Wales,Women,Morning,158.0,8129.1
2020-11-13,New South Wales,Men,Evening,145.0,5726.05
2020-11-13,New South Wales,Seniors,Night,66.0,2770.68
2020-11-13,Victoria,Kids,Afternoon,117.0,3721.77
2020-11-13,Victoria,Women,Night,181.0,8805.65
2020-11-13,Victoria,Men,Night,130.0,7842.9
2020-11-13,Victoria,Seniors,Morning,87.0,3512.19
2020-11-13,Queensland,Kids,Morning,68.0,2609.84
2020-11-13,Queensland,Women,Morning,109.0,5106.65
2020-11-13,Queensland,Men,Evening,93.0,2702.58
2020-11-13,Queensland,Seniors,Afternoon,61.0,2029.47
2020-11-13,South Australia,Kids,Afternoon,49.0,1856.61
2020-11-13,South Australia,Women,Night,76.0,5014.48
2020-11-13,South Australia,Men,Morning,83.0,3396.36
2020-11-13,South Australia,Seniors,Evening,30.0,780.0
2020-11-13,Western Australia,Kids,Afternoon,57.0,2091.9
2020-11-13,Western Australia,Women,Evening,74.0,2832.72
